movieID	name	year	genre1	genre2	genre3
1	Toy Story 	1995	Animation	Children's	Comedy
2	Jumanji 	1995	Adventure	Children's	Fantasy
3	Grumpier Old Men 	1995	Comedy	Romance	
4	Waiting to Exhale 	1995	Comedy	Drama	
5	Father of the Bride Part II 	1995	Comedy		
6	Heat 	1995	Action	Crime	Thriller
7	Sabrina 	1995	Comedy	Romance	
8	Tom and Huck 	1995	Adventure	Children's	
9	Sudden Death 	1995	Action		
12	Dracula: Dead and Loving It 	1995	Comedy	Horror	
17	Sense and Sensibility 	1995	Drama	Romance	
19	Ace Ventura: When Nature Calls 	1995	Comedy		
21	Get Shorty 	1995	Action	Comedy	Drama
24	Powder 	1995	Drama	Sci-Fi	
25	Leaving Las Vegas 	1995	Drama	Romance	
28	Persuasion 	1995	Romance		
32	Twelve Monkeys 	1995	Drama	Sci-Fi	
34	Babe 	1995	Children's	Comedy	Drama
36	Dead Man Walking 	1995	Drama		
39	Clueless 	1995	Comedy	Romance	
43	Restoration 	1995	Drama		
45	To Die For 	1995	Comedy	Drama	
46	How to Make an American Quilt 	1995	Drama	Romance	
47	Seven (Se7en) 	1995	Crime	Thriller	
48	Pocahontas 	1995	Animation	Children's	Musical
50	Usual Suspects, The 	1995	Crime	Thriller	
52	Mighty Aphrodite 	1995	Comedy		
58	Postino, Il (The Postman) 	1994	Drama	Romance	
60	Indian in the Cupboard, The 	1995	Adventure	Children's	Fantasy
65	Bio-Dome 	1996	Comedy		
72	Kicking and Screaming 	1995	Comedy	Drama	
82	Antonia's Line (Antonia) 	1995	Drama		
85	Angels and Insects 	1995	Drama	Romance	
86	White Squall 	1996	Adventure	Drama	
88	Black Sheep 	1996	Comedy		
92	Mary Reilly 	1996	Drama	Thriller	
104	Happy Gilmore 	1996	Comedy		
110	Braveheart 	1995	Action	Drama	War
111	Taxi Driver 	1976	Drama	Thriller	
141	Birdcage, The 	1996	Comedy		
145	Bad Boys 	1995	Action		
150	Apollo 13 	1995	Drama		
153	Batman Forever 	1995	Action	Comedy	Crime
160	Congo 	1995	Action	Mystery	Sci-Fi
161	Crimson Tide 	1995	Drama	Thriller	War
201	Three Wishes 	1995	Drama		
202	Total Eclipse 	1995	Drama	Romance	
203	To Wong Foo, Thanks for Everything! Julie Newmar 	1995	Comedy		
204	Under Siege 2: Dark Territory 	1995	Action		
206	Unzipped 	1995	Documentary		
207	Walk in the Clouds, A 	1995	Drama	Romance	
208	Waterworld 	1995	Action	Adventure	
214	Before the Rain (Pred dozhdot) 	1994	Drama		
215	Before Sunrise 	1995	Drama	Romance	
216	Billy Madison 	1995	Comedy		
217	Babysitter, The 	1995	Drama	Thriller	
219	Cure, The 	1995	Drama		
222	Circle of Friends 	1995	Drama	Romance	
223	Clerks 	1994	Comedy		
224	Don Juan DeMarco 	1995	Comedy	Drama	Romance
230	Dolores Claiborne 	1994	Drama	Thriller	
231	Dumb & Dumber 	1994	Comedy		
232	Eat Drink Man Woman 	1994	Comedy	Drama	
233	Exotica 	1994	Drama		
235	Ed Wood 	1994	Comedy	Drama	
236	French Kiss 	1995	Comedy	Romance	
239	Goofy Movie, A 	1995	Animation	Comedy	Romance
243	Gordy 	1995	Comedy		
245	Glass Shield, The 	1994	Crime	Drama	
246	Hoop Dreams 	1994	Documentary		
247	Heavenly Creatures 	1994	Drama	Fantasy	Thriller
248	Houseguest 	1994	Comedy		
249	Immortal Beloved 	1994	Drama	Romance	
250	Heavyweights 	1994	Children's	Comedy	
252	I.Q. 	1994	Comedy	Romance	
253	Interview with the Vampire 	1994	Drama	Horror	
254	Jefferson in Paris 	1995	Drama		
256	Junior 	1994	Comedy	Sci-Fi	
258	Kid in King Arthur's Court, A 	1995	Adventure	Fantasy	Romance
260	Star Wars: Episode IV - A New Hope 	1977	Action	Adventure	Sci-Fi
261	Little Women 	1994	Drama		
262	Little Princess, A 	1995	Children's	Drama	
265	Like Water for Chocolate (Como agua para chocolate) 	1992	Drama	Romance	
266	Legends of the Fall 	1994	Drama	Romance	War
267	Major Payne 	1994	Comedy		
268	Little Odessa 	1994	Drama		
272	Madness of King George, The 	1994	Drama		
277	Miracle on 34th Street 	1994	Drama		
281	Nobody's Fool 	1994	Drama		
282	Nell 	1994	Drama		
288	Natural Born Killers 	1994	Action	Thriller	
291	Poison Ivy II 	1995	Thriller		
292	Outbreak 	1995	Action	Drama	Thriller
293	Professional, The (a.k.a. Leon: The Professional) 	1994	Crime	Drama	Romance
296	Pulp Fiction 	1994	Crime	Drama	
299	Priest 	1994	Drama		
304	Roommates 	1995	Comedy	Drama	
307	Three Colors: Blue 	1993	Drama		
314	Secret of Roan Inish, The 	1994	Drama		
318	Shawshank Redemption, The 	1994	Drama		
319	Shallow Grave 	1994	Thriller		
333	Tommy Boy 	1995	Comedy		
337	What's Eating Gilbert Grape 	1993	Drama		
339	While You Were Sleeping 	1995	Comedy	Romance	
342	Muriel's Wedding 	1994	Comedy	Romance	
344	Ace Ventura: Pet Detective 	1994	Comedy		
345	Adventures of Priscilla, Queen of the Desert, The 	1994	Comedy	Drama	
348	Bullets Over Broadway 	1994	Comedy		
349	Clear and Present Danger 	1994	Action	Adventure	Thriller
351	Corrina, Corrina 	1994	Comedy	Drama	Romance
353	Crow, The 	1994	Action	Romance	Thriller
356	Forrest Gump 	1994	Comedy	Romance	War
357	Four Weddings and a Funeral 	1994	Comedy	Romance	
364	Lion King, The 	1994	Animation	Children's	Musical
366	Wes Craven's New Nightmare 	1994	Horror		
368	Maverick 	1994	Action	Comedy	Western
370	Naked Gun 33 1/3: The Final Insult 	1994	Comedy		
372	Reality Bites 	1994	Comedy	Drama	
373	Red Rock West 	1992	Thriller		
376	River Wild, The 	1994	Action	Thriller	
377	Speed 	1994	Action	Romance	Thriller
380	True Lies 	1994	Action	Adventure	Comedy
383	Wyatt Earp 	1994	Western		
405	Highlander III: The Sorcerer 	1994	Action	Sci-Fi	
410	Addams Family Values 	1993	Comedy		
412	Age of Innocence, The 	1993	Drama		
413	Airheads 	1994	Comedy		
414	Air Up There, The 	1994	Comedy		
419	Beverly Hillbillies, The 	1993	Comedy		
420	Beverly Hills Cop III 	1994	Action	Comedy	
423	Blown Away 	1994	Action	Thriller	
426	Body Snatchers 	1993	Horror	Sci-Fi	Thriller
428	Bronx Tale, A 	1993	Drama		
429	Cabin Boy 	1994	Comedy		
432	City Slickers II: The Legend of Curly's Gold 	1994	Comedy	Western	
434	Cliffhanger 	1993	Action	Adventure	Crime
436	Color of Night 	1994	Drama	Thriller	
440	Dave 	1993	Comedy	Romance	
441	Dazed and Confused 	1993	Comedy		
446	Farewell My Concubine 	1993	Drama	Romance	
447	Favor, The 	1994	Comedy	Romance	
449	Fear of a Black Hat 	1993	Comedy		
454	Firm, The 	1993	Drama	Thriller	
457	Fugitive, The 	1993	Action	Thriller	
459	Getaway, The 	1994	Action		
466	Hot Shots! Part Deux 	1993	Action	Comedy	War
471	Hudsucker Proxy, The 	1994	Comedy	Romance	
472	I'll Do Anything 	1994	Comedy	Drama	
474	In the Line of Fire 	1993	Action	Thriller	
475	In the Name of the Father 	1993	Drama		
480	Jurassic Park 	1993	Action	Adventure	Sci-Fi
483	King of the Hill 	1993	Drama		
484	Lassie 	1994	Adventure	Children's	
485	Last Action Hero 	1993	Action	Comedy	
486	Life with Mikey 	1993	Comedy		
493	Menace II Society 	1993	Action	Crime	Drama
515	Remains of the Day, The 	1993	Drama		
522	Romper Stomper 	1992	Action	Drama	
524	Rudy 	1993	Drama		
527	Schindler's List 	1993	Drama	War	
531	Secret Garden, The 	1993	Children's	Drama	
534	Shadowlands 	1993	Drama	Romance	
535	Short Cuts 	1993	Drama		
538	Six Degrees of Separation 	1993	Drama		
539	Sleepless in Seattle 	1993	Comedy	Romance	
551	Nightmare Before Christmas, The 	1993	Children's	Comedy	Musical
570	Slingshot, The (Kadisbellan ) 	1993	Comedy	Drama	
571	Wedding Gift, The 	1994	Drama		
573	Ciao, Professore! (Io speriamo che me la cavo ) 	1993	Drama		
574	Spanking the Monkey 	1994	Comedy	Drama	
575	Little Rascals, The 	1994	Children's	Comedy	
577	Andre 	1994	Adventure	Children's	
580	Princess Caraboo 	1994	Drama		
581	Celluloid Closet, The 	1995	Documentary		
583	Dear Diary (Caro Diario) 	1994	Comedy	Drama	
585	Brady Bunch Movie, The 	1995	Comedy		
586	Home Alone 	1990	Children's	Comedy	
587	Ghost 	1990	Comedy	Romance	Thriller
588	Aladdin 	1992	Children's	Comedy	Musical
589	Terminator 2: Judgment Day 	1991	Action	Sci-Fi	Thriller
590	Dances with Wolves 	1990	Adventure	Drama	Western
592	Batman 	1989	Adventure	Crime	Drama
593	Silence of the Lambs, The 	1991	Drama	Thriller	
594	Snow White and the Seven Dwarfs 	1937	Animation	Children's	Musical
595	Beauty and the Beast 	1991	Animation	Children's	Musical
596	Pinocchio 	1940	Animation	Children's	
597	Pretty Woman 	1990	Comedy	Romance	
599	Wild Bunch, The 	1969	Western		
605	One Fine Day 	1996	Drama	Romance	
606	Candyman: Farewell to the Flesh 	1995	Horror		
608	Fargo 	1996	Crime	Drama	Thriller
610	Heavy Metal 	1981	Adventure	Animation	Horror
611	Hellraiser: Bloodline 	1996	Action	Horror	Sci-Fi
627	Last Supper, The 	1995	Drama	Thriller	
628	Primal Fear 	1996	Drama	Thriller	
631	All Dogs Go to Heaven 2 	1996	Animation	Children's	Musical
639	Girl 6 	1996	Comedy		
647	Courage Under Fire 	1996	Drama	War	
648	Mission: Impossible 	1996	Action	Adventure	Mystery
653	Dragonheart 	1996	Action	Adventure	Fantasy
661	James and the Giant Peach 	1996	Animation	Children's	Musical
663	Kids in the Hall: Brain Candy 	1996	Comedy		
664	Faithful 	1996	Comedy		
671	Mystery Science Theater 3000: The Movie 	1996	Comedy	Sci-Fi	
673	Space Jam 	1996	Adventure	Children's	Fantasy
674	Barbarella 	1968	Adventure	Sci-Fi	
678	Some Folks Call It a Sling Blade 	1993	Drama	Thriller	
685	It's My Party 	1995	Drama		
692	Solo 	1996	Action	Sci-Fi	Thriller
695	True Crime 	1995	Mystery	Thriller	
700	Angus 	1995	Comedy		
707	Mulholland Falls 	1996	Crime	Film-Noir	Thriller
710	Celtic Pride 	1996	Comedy		
715	Horseman on the Roof, The (Hussard sur le toit, Le) 	1995	Drama		
716	Switchblade Sisters 	1975	Crime		
717	Mouth to Mouth (Boca a boca) 	1995	Comedy		
718	Visitors, The (Les Visiteurs) 	1993	Comedy	Sci-Fi	
719	Multiplicity 	1996	Comedy		
720	Wallace & Gromit: The Best of Aardman Animation 	1996	Animation		
724	Craft, The 	1996	Drama	Horror	
725	Great White Hype, The 	1996	Comedy		
726	Last Dance 	1996	Drama		
728	Cold Comfort Farm 	1995	Comedy		
733	Rock, The 	1996	Action	Adventure	Thriller
735	Cemetery Man (Dellamorte Dellamore) 	1994	Comedy	Horror	
736	Twister 	1996	Action	Adventure	Romance
737	Barb Wire 	1996	Action	Sci-Fi	
741	Ghost in the Shell (Kokaku kidotai) 	1995	Animation	Sci-Fi	
742	Thinner 	1996	Horror	Thriller	
743	Spy Hard 	1996	Comedy		
745	Close Shave, A 	1995	Animation	Comedy	Thriller
746	Force of Evil 	1948	Film-Noir		
747	Stupids, The 	1996	Comedy		
748	Arrival, The 	1996	Action	Sci-Fi	Thriller
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 	1963	Sci-Fi	War	
753	Month by the Lake, A 	1995	Comedy	Drama	
759	Maya Lin: A Strong Clear Vision 	1994	Documentary		
761	Phantom, The 	1996	Adventure		
762	Striptease 	1996	Comedy	Crime	
764	Heavy 	1995	Drama	Romance	
765	Jack 	1996	Comedy	Drama	
766	I Shot Andy Warhol 	1996	Drama		
767	Grass Harp, The 	1995	Drama		
778	Trainspotting 	1996	Drama		
779	'Til There Was You 	1997	Drama	Romance	
780	Independence Day (ID4) 	1996	Action	Sci-Fi	War
781	Stealing Beauty 	1996	Drama		
782	Fan, The 	1996	Thriller		
783	Hunchback of Notre Dame, The 	1996	Animation	Children's	Musical
784	Cable Guy, The 	1996	Comedy		
785	Kingpin 	1996	Comedy		
786	Eraser 	1996	Action	Thriller	
788	Nutty Professor, The 	1996	Comedy	Romance	Sci-Fi
798	Daylight 	1996	Action	Adventure	Thriller
799	Frighteners, The 	1996	Comedy	Horror	
800	Lone Star 	1996	Drama	Mystery	
801	Harriet the Spy 	1996	Children's	Comedy	
802	Phenomenon 	1996	Drama	Romance	
803	Walking and Talking 	1996	Romance		
804	She's the One 	1996	Comedy	Romance	
805	Time to Kill, A 	1996	Drama		
806	American Buffalo 	1996	Drama		
810	Kazaam 	1996	Children's	Comedy	Fantasy
829	Joe's Apartment 	1996	Comedy	Musical	
830	First Wives Club, The 	1996	Comedy		
831	Stonewall 	1995	Drama		
832	Ransom 	1996	Drama	Thriller	
836	Chain Reaction 	1996	Action	Adventure	Thriller
837	Matilda 	1996	Children's	Comedy	
838	Emma 	1996	Comedy	Drama	Romance
858	Godfather, The 	1972	Action	Crime	Drama
866	Bound 	1996	Crime	Drama	Romance
879	Relic, The 	1997	Horror		
891	Halloween: The Curse of Michael Myers 	1995	Horror	Thriller	
900	American in Paris, An 	1951	Musical	Romance	
901	Funny Face 	1957	Comedy	Musical	
902	Breakfast at Tiffany's 	1961	Drama	Romance	
903	Vertigo 	1958	Mystery	Thriller	
904	Rear Window 	1954	Mystery	Thriller	
905	It Happened One Night 	1934	Comedy		
906	Gaslight 	1944	Mystery	Thriller	
907	Gay Divorcee, The 	1934	Comedy	Musical	Romance
908	North by Northwest 	1959	Drama	Thriller	
909	Apartment, The 	1960	Comedy	Drama	
910	Some Like It Hot 	1959	Comedy	Crime	
911	Charade 	1963	Comedy	Romance	Thriller
912	Casablanca 	1942	Drama	Romance	War
913	Maltese Falcon, The 	1941	Film-Noir	Mystery	
914	My Fair Lady 	1964	Musical	Romance	
915	Sabrina 	1954	Comedy	Romance	
916	Roman Holiday 	1953	Comedy	Romance	
917	Little Princess, The 	1939	Children's	Drama	
918	Meet Me in St. Louis 	1944	Musical		
919	Wizard of Oz, The 	1939	Adventure	Children's	Drama
920	Gone with the Wind 	1939	Drama	Romance	War
921	My Favorite Year 	1982	Comedy		
922	Sunset Blvd. (a.k.a. Sunset Boulevard) 	1950	Film-Noir		
923	Citizen Kane 	1941	Drama		
924	2001: A Space Odyssey 	1968	Drama	Sci-Fi	Thriller
925	Golden Earrings 	1947	Adventure	Romance	
926	All About Eve 	1950	Drama		
927	Women, The 	1939	Comedy		
928	Rebecca 	1940	Romance	Thriller	
929	Foreign Correspondent 	1940	Thriller		
930	Notorious 	1946	Film-Noir	Romance	Thriller
931	Spellbound 	1945	Mystery	Romance	Thriller
932	Affair to Remember, An 	1957	Romance		
933	To Catch a Thief 	1955	Comedy	Romance	Thriller
934	Father of the Bride 	1950	Comedy		
935	Band Wagon, The 	1953	Comedy	Musical	
937	Love in the Afternoon 	1957	Comedy	Romance	
938	Gigi 	1958	Musical		
940	Adventures of Robin Hood, The 	1938	Action	Adventure	
941	Mark of Zorro, The 	1940	Adventure		
942	Laura 	1944	Crime	Film-Noir	Mystery
943	Ghost and Mrs. Muir, The 	1947	Drama	Romance	
945	Top Hat 	1935	Comedy	Musical	Romance
947	My Man Godfrey 	1936	Comedy		
949	East of Eden 	1955	Drama		
950	Thin Man, The 	1934	Mystery		
951	His Girl Friday 	1940	Comedy		
952	Around the World in 80 Days 	1956	Adventure	Comedy	
953	It's a Wonderful Life 	1946	Drama		
954	Mr. Smith Goes to Washington 	1939	Drama		
955	Bringing Up Baby 	1938	Comedy		
957	Scarlet Letter, The 	1926	Drama		
965	39 Steps, The 	1935	Thriller		
967	Outlaw, The 	1943	Western		
968	Night of the Living Dead 	1968	Horror	Sci-Fi	
969	African Queen, The 	1951	Action	Adventure	Romance
971	Cat on a Hot Tin Roof 	1958	Drama		
973	Meet John Doe 	1941	Drama		
981	Dangerous Ground 	1997	Drama		
985	Small Wonders 	1996	Documentary		
986	Fly Away Home 	1996	Adventure	Children's	
988	Grace of My Heart 	1996	Comedy	Drama	
991	Michael Collins 	1996	Drama	War	
994	Big Night 	1996	Drama		
996	Last Man Standing 	1996	Action	Drama	Western
999	2 Days in the Valley 	1996	Crime		
1015	Homeward Bound: The Incredible Journey 	1993	Adventure	Children's	
1019	20,000 Leagues Under the Sea 	1954	Adventure	Children's	Sci-Fi
1032	Alice in Wonderland 	1951	Animation	Children's	Musical
1035	Sound of Music, The 	1965	Musical		
1036	Die Hard 	1988	Action	Thriller	
1050	Looking for Richard 	1996	Documentary	Drama	
1064	Aladdin and the King of Thieves 	1996	Animation	Children's	Comedy
1073	Willy Wonka and the Chocolate Factory 	1971	Children's	Comedy	Fantasy
1080	Monty Python's Life of Brian 	1979	Comedy		
1081	Victor/Victoria 	1982	Comedy	Musical	
1089	Reservoir Dogs 	1992	Crime	Thriller	
1090	Platoon 	1986	Drama	War	
1092	Basic Instinct 	1992	Mystery	Thriller	
1094	Crying Game, The 	1992	Drama	Romance	War
1097	E.T. the Extra-Terrestrial 	1982	Drama	Fantasy	Sci-Fi
1099	Christmas Carol, A 	1938	Drama		
1101	Top Gun 	1986	Action	Romance	
1104	Streetcar Named Desire, A 	1951	Drama		
1105	Children of the Corn IV: The Gathering 	1996	Horror		
1107	Loser 	1991	Comedy		
1111	Microcosmos (Microcosmos: Le peuple de l'herbe) 	1996	Documentary		
1120	People vs. Larry Flynt, The 	1996	Drama		
1126	Drop Dead Fred 	1991	Comedy	Fantasy	
1127	Abyss, The 	1989	Action	Sci-Fi	Thriller
1129	Escape from New York 	1981	Action	Adventure	Thriller
1131	Jean de Florette 	1986	Drama		
1132	Manon of the Spring (Manon des sources) 	1986	Drama		
1135	Private Benjamin 	1980	Comedy		
1136	Monty Python and the Holy Grail 	1974	Comedy		
1147	When We Were Kings 	1996	Documentary		
1148	Wrong Trousers, The 	1993	Animation	Comedy	
1171	Bob Roberts 	1992	Comedy		
1172	Cinema Paradiso 	1988	Comedy	Drama	Romance
1175	Delicatessen 	1991	Comedy	Sci-Fi	
1177	Enchanted April 	1991	Drama		
1178	Paths of Glory 	1957	Drama	War	
1179	Grifters, The 	1990	Crime	Drama	Film-Noir
1183	English Patient, The 	1996	Drama	Romance	War
1184	Mediterraneo 	1991	Comedy	War	
1185	My Left Foot 	1989	Drama		
1186	Sex, Lies, and Videotape 	1989	Drama		
1187	Passion Fish 	1992	Drama		
1188	Strictly Ballroom 	1992	Comedy	Romance	
1189	Thin Blue Line, The 	1988	Documentary		
1191	Madonna: Truth or Dare 	1991	Documentary		
1192	Paris Is Burning 	1990	Documentary		
1193	One Flew Over the Cuckoo's Nest 	1975	Drama		
1196	Star Wars: Episode V - The Empire Strikes Back 	1980	Action	Adventure	Drama
1197	Princess Bride, The 	1987	Action	Comedy	Romance
1198	Raiders of the Lost Ark 	1981	Action	Adventure	
1199	Brazil 	1985	Sci-Fi		
1200	Aliens 	1986	Action	Thriller	War
1207	To Kill a Mockingbird 	1962	Drama		
1210	Star Wars: Episode VI - Return of the Jedi 	1983	Adventure	Romance	Sci-Fi
1211	Wings of Desire (Der Himmel uber Berlin) 	1987	Comedy	Drama	Romance
1213	GoodFellas 	1990	Crime	Drama	
1214	Alien 	1979	Horror	Sci-Fi	Thriller
1219	Psycho 	1960	Horror	Thriller	
1221	Godfather: Part II, The 	1974	Action	Crime	Drama
1222	Full Metal Jacket 	1987	Action	Drama	War
1223	Grand Day Out, A 	1992	Animation	Comedy	
1225	Amadeus 	1984	Drama		
1228	Raging Bull 	1980	Drama		
1230	Annie Hall 	1977	Comedy	Romance	
1233	Boat, The (Das Boot) 	1981	Action	Drama	War
1234	Sting, The 	1973	Comedy	Crime	
1240	Terminator, The 	1984	Action	Sci-Fi	Thriller
1244	Manhattan 	1979	Comedy	Drama	Romance
1248	Touch of Evil 	1958	Crime	Film-Noir	Thriller
1249	Nikita (La Femme Nikita) 	1990	Thriller		
1250	Bridge on the River Kwai, The 	1957	Drama	War	
1251	8 1/2 	1963	Drama		
1252	Chinatown 	1974	Film-Noir	Mystery	Thriller
1253	Day the Earth Stood Still, The 	1951	Drama	Sci-Fi	
1254	Treasure of the Sierra Madre, The 	1948	Adventure		
1255	Bad Taste 	1987	Comedy	Horror	
1256	Duck Soup 	1933	Comedy	War	
1257	Better Off Dead... 	1985	Comedy		
1258	Shining, The 	1980	Horror		
1259	Stand by Me 	1986	Adventure	Comedy	Drama
1260	M 	1931	Crime	Film-Noir	Thriller
1261	Evil Dead II (Dead By Dawn) 	1987	Adventure	Comedy	Horror
1262	Great Escape, The 	1963	Adventure	War	
1263	Deer Hunter, The 	1978	Drama	War	
1264	Diva 	1981	Mystery	Romance	Thriller
1265	Groundhog Day 	1993	Comedy	Romance	
1266	Unforgiven 	1992	Western		
1267	Manchurian Candidate, The 	1962	Film-Noir	Thriller	
1268	Pump Up the Volume 	1990	Drama		
1269	Arsenic and Old Lace 	1944	Comedy	Mystery	Thriller
1270	Back to the Future 	1985	Comedy	Sci-Fi	
1271	Fried Green Tomatoes 	1991	Drama		
1272	Patton 	1970	Drama	War	
1273	Down by Law 	1986	Comedy	Drama	
1274	Akira 	1988	Adventure	Animation	Sci-Fi
1275	Highlander 	1986	Action	Adventure	
1276	Cool Hand Luke 	1967	Comedy	Drama	
1277	Cyrano de Bergerac 	1990	Action	Drama	Romance
1278	Young Frankenstein 	1974	Comedy	Horror	
1279	Night on Earth 	1991	Comedy	Drama	
1280	Raise the Red Lantern 	1991	Drama		
1281	Great Dictator, The 	1940	Comedy		
1282	Fantasia 	1940	Animation	Children's	Musical
1283	High Noon 	1952	Western		
1284	Big Sleep, The 	1946	Film-Noir	Mystery	
1285	Heathers 	1989	Comedy		
1286	Somewhere in Time 	1980	Drama	Romance	
1287	Ben-Hur 	1959	Action	Adventure	Drama
1288	This Is Spinal Tap 	1984	Comedy	Drama	Musical
1289	Koyaanisqatsi 	1983	Documentary	War	
1290	Some Kind of Wonderful 	1987	Drama	Romance	
1291	Indiana Jones and the Last Crusade 	1989	Action	Adventure	
1292	Being There 	1979	Comedy		
1293	Gandhi 	1982	Drama		
1294	M*A*S*H 	1970	Comedy	War	
1295	Unbearable Lightness of Being, The 	1988	Drama		
1296	Room with a View, A 	1986	Drama	Romance	
1297	Real Genius 	1985	Comedy		
1298	Pink Floyd - The Wall 	1982	Drama	Musical	War
1299	Killing Fields, The 	1984	Drama	War	
1302	Field of Dreams 	1989	Drama		
1304	Butch Cassidy and the Sundance Kid 	1969	Action	Comedy	Western
1306	Until the End of the World (Bis ans Ende der Welt) 	1991	Drama	Sci-Fi	
1307	When Harry Met Sally... 	1989	Comedy	Romance	
1320	Alien3 	1992	Action	Sci-Fi	Thriller
1321	American Werewolf in London, An 	1981	Horror		
1327	Amityville Horror, The 	1979	Horror		
1332	Believers, The 	1987	Horror	Thriller	
1333	Birds, The 	1963	Horror		
1336	Body Parts 	1991	Horror		
1339	Bram Stoker's Dracula 	1992	Horror	Romance	
1342	Candyman 	1992	Horror		
1343	Cape Fear 	1991	Thriller		
1344	Cape Fear 	1962	Film-Noir	Thriller	
1345	Carrie 	1976	Horror		
1347	Nightmare on Elm Street, A 	1984	Horror		
1350	Omen, The 	1976	Horror		
1352	Albino Alligator 	1996	Crime	Thriller	
1354	Breaking the Waves 	1996	Drama		
1355	Nightwatch 	1997	Horror	Thriller	
1356	Star Trek: First Contact 	1996	Action	Adventure	Sci-Fi
1357	Shine 	1996	Drama	Romance	
1358	Sling Blade 	1996	Drama	Thriller	
1359	Jingle All the Way 	1996	Adventure	Children's	Comedy
1362	Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) 	1970	Drama		
1363	Preacher's Wife, The 	1996	Drama		
